
"run.number","line1","line2","initial.villages","fertile.land","barren.land","tribute","probability.fragment","probability.grow","probability.death","probability.attack","placement.distance","moving.distance","conquering.area","links","labels","step","average.hierarchy","social.circumscription","environmental.circumscription","count.villages","all.visible.rivals","average.visible.rivals"
"5","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","6","1.6842105263157894","0.01632245169886742","0.0913557628247833","19","68","3.5789473684210527"
"8","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","7","2.6315789473684212","0.01998667554963358","0.09120586275816112","19","70","3.6842105263157894"
"7","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","6","1.7777777777777777","0.01019690576652602","0.09298523206751041","18","30","1.6666666666666667"
"7","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","7","2.0555555555555554","0.010196905766526022","0.09298523206751041","18","24","1.3333333333333333"
"10","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","2","1.3157894736842106","0.04347101932045303","0.09012325116588937","38","506","13.31578947368421"
"7","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","8","2.388888888888889","0.009142053445850916","0.093354430379747","18","10","0.5555555555555556"
"1","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","2","1.7777777777777777","0.04184247538677918","0.08935478199718694","36","422","11.722222222222221"
"3","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","3","1.2972972972972974","0.05234348272322954","0.08919774204584319","37","598","16.16216216216216"
"6","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","3","1.8157894736842106","0.03614257161892071","0.0900233177881411","38","380","10"
"10","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","3","1.4473684210526316","0.038640906062624915","0.09047301798800822","38","434","11.421052631578947"
"8","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","8","1.9714285714285715","0.032368896925858946","0.0919710669077759","35","292","8.342857142857143"
